REGIONAL,DISTRITO,POLITÉCNICO,SIGERD,FAMILIA PROFESIONAL,DENOMINACIÓN,MATRICULA
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05227 - INSTITUTO TECNOLOGICO UNION PANAMERICANA,05227,SALUD,Cuidados de Enfermería y Promoción de la Salud,119
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05227 - INSTITUTO TECNOLOGICO UNION PANAMERICANA,05227,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,132
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05227 - INSTITUTO TECNOLOGICO UNION PANAMERICANA,05227,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,106
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05243 - EVANGELICO CENTRAL,05243,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,22
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05243 - EVANGELICO CENTRAL,05243,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,30
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05887 - POLITECNICO GENERAL BELISARIO PEGUERO GUERRERO P.N.,05887,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,95
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05887 - POLITECNICO GENERAL BELISARIO PEGUERO GUERRERO P.N.,05887,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,143
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05887 - POLITECNICO GENERAL BELISARIO PEGUERO GUERRERO P.N.,05887,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,224
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,05887 - POLITECNICO GENERAL BELISARIO PEGUERO GUERRERO P.N.,05887,SEGURIDAD Y MEDIOAMBIENTE,Seguridad y Protección Ciudadana,36
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,06180 - MOVEARTE (ESCUELA TECNICA),06180,SALUD,Cuidados de Enfermería y Promoción de la Salud,28
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,06180 - MOVEARTE (ESCUELA TECNICA),06180,AUDIOVISUALES Y GRÁFICAS,Producción y Realización de Audiovisuales y Espectáculos,157
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,06180 - MOVEARTE (ESCUELA TECNICA),06180,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,101
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,06210 - UTESIANO DE ESTUDIOS INTEGRADOS-CUEI-UTESA,06210,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,53
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,11715 - INSTITUTO POLITECNICO SALESIANO PADRE BARTOLOME VEGH,11715,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,90
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,11715 - INSTITUTO POLITECNICO SALESIANO PADRE BARTOLOME VEGH,11715,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,97
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,11715 - INSTITUTO POLITECNICO SALESIANO PADRE BARTOLOME VEGH,11715,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,86
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,11715 - INSTITUTO POLITECNICO SALESIANO PADRE BARTOLOME VEGH,11715,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,98
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,16714 - INSTITUTO SALESIANO DON BOSCO,16714,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,83
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,16714 - INSTITUTO SALESIANO DON BOSCO,16714,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,72
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,16714 - INSTITUTO SALESIANO DON BOSCO,16714,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,80
15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,16714 - INSTITUTO SALESIANO DON BOSCO,16714,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,78
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,04963 - LA SENDA DEL SABER,04963,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,65
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05045 - COLEGIO PREUNIVERSITARIO DR. LUIS ALFREDO DUVERGE MEJIA - UNPHU,05045,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,71
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05045 - COLEGIO PREUNIVERSITARIO DR. LUIS ALFREDO DUVERGE MEJIA - UNPHU,05045,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,52
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05045 - COLEGIO PREUNIVERSITARIO DR. LUIS ALFREDO DUVERGE MEJIA - UNPHU,05045,TURISMO Y HOSTELERÍA,Servicios Turísticos,51
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05146 - POLITECNICO SAN BENITO,05146,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,27
"15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Electromecánica de Vehículos,71"
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,133
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,156
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,50
"15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mecanizado,59"
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,MADERA Y MUEBLE,Muebles y Estructuras de Madera,71
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05150 - INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,05150,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,49
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05152 - INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,05152,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,121
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05152 - INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,05152,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,113
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05152 - INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,05152,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,92
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05152 - INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,05152,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,145
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05152 - INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,05152,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,169
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05163 - INSTITUTO POLITECNICO ANGELES CUSTODIOS,05163,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,153
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05163 - INSTITUTO POLITECNICO ANGELES CUSTODIOS,05163,SALUD,Cuidados de Enfermería y Promoción de la Salud,71
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05163 - INSTITUTO POLITECNICO ANGELES CUSTODIOS,05163,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,109
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05163 - INSTITUTO POLITECNICO ANGELES CUSTODIOS,05163,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,80
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05163 - INSTITUTO POLITECNICO ANGELES CUSTODIOS,05163,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,133
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05163 - INSTITUTO POLITECNICO ANGELES CUSTODIOS,05163,TURISMO Y HOSTELERÍA,Servicios Turísticos,80
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05174 - POLITECNICO SAN PABLO APOSTOL,05174,SALUD,Cuidados de Enfermería y Promoción de la Salud,124
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05174 - POLITECNICO SAN PABLO APOSTOL,05174,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,121
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,05174 - POLITECNICO SAN PABLO APOSTOL,05174,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,64
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,13109 - POLITECNICO MARILLAC,13109,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,74
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,13109 - POLITECNICO MARILLAC,13109,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,78
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,14224 - POLITECNICO HERMANAS MIRABAL,14224,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,160
15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,14224 - POLITECNICO HERMANAS MIRABAL,14224,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,90
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,203
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,98
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,85
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,197
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,83
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,39
15 - SANTO DOMINGO,1505 - HERRERA,04951 - POLITECNICO MADRE. RAFAELA YBARRA,04951,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,94
15 - SANTO DOMINGO,1505 - HERRERA,04957 - INSTITUTO OLIMPO RAMON,04957,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,49
15 - SANTO DOMINGO,1505 - HERRERA,04957 - INSTITUTO OLIMPO RAMON,04957,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,66
15 - SANTO DOMINGO,1505 - HERRERA,04996 - ALFONSO I,04996,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,72
15 - SANTO DOMINGO,1505 - HERRERA,05762 - POLITECNICO LAS AMERICAS,05762,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,79
15 - SANTO DOMINGO,1505 - HERRERA,05762 - POLITECNICO LAS AMERICAS,05762,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,69
15 - SANTO DOMINGO,1505 - HERRERA,05762 - POLITECNICO LAS AMERICAS,05762,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,106
15 - SANTO DOMINGO,1505 - HERRERA,05961 - UTESIANO DE ESTUDIOS INTEGRADOS-CUEI-UTESA,05961,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,111
15 - SANTO DOMINGO,1505 - HERRERA,14228 - POLITECNICO PROF. VICTOR PASCUAL AGUERO,14228,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,157
15 - SANTO DOMINGO,1505 - HERRERA,14228 - POLITECNICO PROF. VICTOR PASCUAL AGUERO,14228,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,139
15 - SANTO DOMINGO,1505 - HERRERA,15475 - POLITECNICO PADRE JOAQUIM ROSSELLO,15475,AUDIOVISUALES Y GRÁFICAS,Producción y Realización de Audiovisuales y Espectáculos,124
15 - SANTO DOMINGO,1505 - HERRERA,15475 - POLITECNICO PADRE JOAQUIM ROSSELLO,15475,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,172
15 - SANTO DOMINGO,1506 - PEDRO BRAND,05795 - POLITECNICO JOSE MANUEL BURET TAVERAS,05795,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,75
15 - SANTO DOMINGO,1506 - PEDRO BRAND,05795 - POLITECNICO JOSE MANUEL BURET TAVERAS,05795,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,70
15 - SANTO DOMINGO,1506 - PEDRO BRAND,05795 - POLITECNICO JOSE MANUEL BURET TAVERAS,05795,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,38
16 - COTUI,1601 - COTUI,08400 - POLITECNICO JUAN SANCHEZ RAMIREZ,08400,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,43
16 - COTUI,1601 - COTUI,08400 - POLITECNICO JUAN SANCHEZ RAMIREZ,08400,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,79
"16 - COTUI,1601 - COTUI,08400 - POLITECNICO JUAN SANCHEZ RAMIREZ,08400,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mecanizado,56"
16 - COTUI,1601 - COTUI,08400 - POLITECNICO JUAN SANCHEZ RAMIREZ,08400,CONSTRUCCIÓN Y MINERÍA,Minería,154
16 - COTUI,1601 - COTUI,08400 - POLITECNICO JUAN SANCHEZ RAMIREZ,08400,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,145
16 - COTUI,1601 - COTUI,08441 - POLITECNICO PROF. ROBERTO CAMILO RECIO,08441,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,36
16 - COTUI,1601 - COTUI,08441 - POLITECNICO PROF. ROBERTO CAMILO RECIO,08441,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,43
16 - COTUI,1601 - COTUI,08464 - POLITECNICO MARIA DOLORES VELASQUEZ ROMERO,08464,SALUD,Cuidados de Enfermería y Promoción de la Salud,45
16 - COTUI,1601 - COTUI,08464 - POLITECNICO MARIA DOLORES VELASQUEZ ROMERO,08464,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,52
16 - COTUI,1601 - COTUI,09965 - POLITECNICO JOSE ADON ADAMES ABREU,09965,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,57
16 - COTUI,1602 - FANTINO,08424 - POLITECNICO PADRE FANTINO,08424,AGRARIA,Agropecuaria,56
16 - COTUI,1602 - FANTINO,08424 - POLITECNICO PADRE FANTINO,08424,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,141
16 - COTUI,1602 - FANTINO,08424 - POLITECNICO PADRE FANTINO,08424,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,51
16 - COTUI,1602 - FANTINO,08455 - POLITECNICO PRESENTACION FE Y ALEGRIA,08455,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,62
16 - COTUI,1604 - BONAO SUROESTE,09020 - POLITECNICO LOS HEROES,09020,SALUD,Atención a Emergencias de la Salud,78
16 - COTUI,1604 - BONAO SUROESTE,09020 - POLITECNICO LOS HEROES,09020,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,91
16 - COTUI,1604 - BONAO SUROESTE,09021 - POLITECNICO FRANCISCO ANTONIO BATISTA GARCIA,09021,SALUD,Cuidados de Enfermería y Promoción de la Salud,183
16 - COTUI,1604 - BONAO SUROESTE,09021 - POLITECNICO FRANCISCO ANTONIO BATISTA GARCIA,09021,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,138
16 - COTUI,1604 - BONAO SUROESTE,09021 - POLITECNICO FRANCISCO ANTONIO BATISTA GARCIA,09021,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,148
16 - COTUI,1604 - BONAO SUROESTE,09021 - POLITECNICO FRANCISCO ANTONIO BATISTA GARCIA,09021,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,81
16 - COTUI,1604 - BONAO SUROESTE,09099 - POLITECNICO ING. JOSE DELIO GUZMAN,09099,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,134
"16 - COTUI,1604 - BONAO SUROESTE,09099 - POLITECNICO ING. JOSE DELIO GUZMAN,09099,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Electromecánica de Vehículos,57"
16 - COTUI,1604 - BONAO SUROESTE,09099 - POLITECNICO ING. JOSE DELIO GUZMAN,09099,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,45
16 - COTUI,1604 - BONAO SUROESTE,09099 - POLITECNICO ING. JOSE DELIO GUZMAN,09099,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,37
16 - COTUI,1604 - BONAO SUROESTE,09099 - POLITECNICO ING. JOSE DELIO GUZMAN,09099,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,69
16 - COTUI,1604 - BONAO SUROESTE,14697 - PROF. RUTH ELVIRA AYBAR DE POLANCO,14697,SALUD,Cuidados de Enfermería y Promoción de la Salud,27
16 - COTUI,1604 - BONAO SUROESTE,14697 - PROF. RUTH ELVIRA AYBAR DE POLANCO,14697,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,83
16 - COTUI,1604 - BONAO SUROESTE,14697 - PROF. RUTH ELVIRA AYBAR DE POLANCO,14697,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,68
16 - COTUI,1604 - BONAO SUROESTE,14697 - PROF. RUTH ELVIRA AYBAR DE POLANCO,14697,TURISMO Y HOSTELERÍA,Servicios Turísticos,82
16 - COTUI,1605 - PIEDRA BLANCA,09071 - POLITECNICO SALOME UREÑA,09071,SALUD,Cuidados de Enfermería y Promoción de la Salud,79
16 - COTUI,1605 - PIEDRA BLANCA,09071 - POLITECNICO SALOME UREÑA,09071,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,159
16 - COTUI,1605 - PIEDRA BLANCA,09071 - POLITECNICO SALOME UREÑA,09071,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,66
16 - COTUI,1605 - PIEDRA BLANCA,09071 - POLITECNICO SALOME UREÑA,09071,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,51
16 - COTUI,1605 - PIEDRA BLANCA,09079 - POLITECNICO CACIQUE DON FRANCISCO BONAO,09079,SALUD,Atención a Emergencias de la Salud,41
16 - COTUI,1605 - PIEDRA BLANCA,09079 - POLITECNICO CACIQUE DON FRANCISCO BONAO,09079,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,42
16 - COTUI,1605 - PIEDRA BLANCA,09079 - POLITECNICO CACIQUE DON FRANCISCO BONAO,09079,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,26
16 - COTUI,1605 - PIEDRA BLANCA,09083 - POLITECNICO PROF. FRANCISCO RAMIREZ CAPELLAN,09083,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,49
16 - COTUI,1605 - PIEDRA BLANCA,14439 - POLITECNICO PEDRO FRANCISCO BONO,14439,SALUD,Cuidados de Enfermería y Promoción de la Salud,68
16 - COTUI,1605 - PIEDRA BLANCA,14439 - POLITECNICO PEDRO FRANCISCO BONO,14439,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,97
16 - COTUI,1605 - PIEDRA BLANCA,14439 - POLITECNICO PEDRO FRANCISCO BONO,14439,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,94
16 - COTUI,1605 - PIEDRA BLANCA,14439 - POLITECNICO PEDRO FRANCISCO BONO,14439,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,81
"16 - COTUI,1605 - PIEDRA BLANCA,14439 - POLITECNICO PEDRO FRANCISCO BONO,14439,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Mecanizado,82"
16 - COTUI,1606 - BONAO NORDESTE,09101 - POLITECNICO DE FORMACION INTEGRAL CIGAR FAMILY (CFICF),09101,SALUD,Cuidados de Enfermería y Promoción de la Salud,51
16 - COTUI,1606 - BONAO NORDESTE,09101 - POLITECNICO DE FORMACION INTEGRAL CIGAR FAMILY (CFICF),09101,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,39
16 - COTUI,1606 - BONAO NORDESTE,13523 - CENTRO EDUCATIVO EN ARTES PROF. RAMON AGUSTIN CORCINO ACOSTA,13523,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,60
16 - COTUI,1606 - BONAO NORDESTE,13523 - CENTRO EDUCATIVO EN ARTES PROF. RAMON AGUSTIN CORCINO ACOSTA,13523,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,38
16 - COTUI,1607 - VILLA LA MATA,08433 - POLITECNICO MIGUEL ANGEL GARCIA VILORIA,08433,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Atención Sociosanitaria a Personas Dependientes,123
16 - COTUI,1607 - VILLA LA MATA,08433 - POLITECNICO MIGUEL ANGEL GARCIA VILORIA,08433,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,66
16 - COTUI,1607 - VILLA LA MATA,08433 - POLITECNICO MIGUEL ANGEL GARCIA VILORIA,08433,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,95
16 - COTUI,1607 - VILLA LA MATA,08442 - POLITECNICO PROF. JUAN FRANCISCO ALFONSECA,08442,AGRARIA,Agropecuaria,78
16 - COTUI,1607 - VILLA LA MATA,08442 - POLITECNICO PROF. JUAN FRANCISCO ALFONSECA,08442,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,52
17 - MONTE PLATA,1701 - YAMASA,09147 - POLITECNICO VIRGINIA FIDELINA MATOS  DE LA CRUZ,09147,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,85
17 - MONTE PLATA,1701 - YAMASA,09168 - POLITECNICO GENERAL EUSEBIO MANZUETA,09168,SALUD,Cuidados de Enfermería y Promoción de la Salud,92
17 - MONTE PLATA,1701 - YAMASA,09168 - POLITECNICO GENERAL EUSEBIO MANZUETA,09168,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,110
17 - MONTE PLATA,1701 - YAMASA,09189 - POLITECNICO PARROQUIAL SOR SUSANA DALY,09189,SALUD,Cuidados de Enfermería y Promoción de la Salud,69
17 - MONTE PLATA,1701 - YAMASA,09189 - POLITECNICO PARROQUIAL SOR SUSANA DALY,09189,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,88
17 - MONTE PLATA,1701 - YAMASA,09189 - POLITECNICO PARROQUIAL SOR SUSANA DALY,09189,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,68
17 - MONTE PLATA,1701 - YAMASA,09189 - POLITECNICO PARROQUIAL SOR SUSANA DALY,09189,TURISMO Y HOSTELERÍA,Servicios Turísticos,72
17 - MONTE PLATA,1701 - YAMASA,13387 - POLITECNICO JOSE REYES,13387,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,144
17 - MONTE PLATA,1701 - YAMASA,13387 - POLITECNICO JOSE REYES,13387,TURISMO Y HOSTELERÍA,Servicios de Alojamiento,89
17 - MONTE PLATA,1701 - YAMASA,14367 - POLITECNICO JOSE DE LA LUZ GUILLEN,14367,AGRARIA,Agropecuaria,82
17 - MONTE PLATA,1701 - YAMASA,14367 - POLITECNICO JOSE DE LA LUZ GUILLEN,14367,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,66
17 - MONTE PLATA,1702 - MONTE PLATA,05703 - POLITECNICO DR. JOSE FRANCISCO PENA GOMEZ,05703,AGRARIA,Agropecuaria,34
17 - MONTE PLATA,1702 - MONTE PLATA,09190 - POLITECNICO PROMAPEC,09190,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,138
17 - MONTE PLATA,1702 - MONTE PLATA,09190 - POLITECNICO PROMAPEC,09190,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,127
17 - MONTE PLATA,1702 - MONTE PLATA,13164 - POLITECNICO JULIO ABREU CUELLO,13164,SALUD,Cuidados de Enfermería y Promoción de la Salud,36
17 - MONTE PLATA,1702 - MONTE PLATA,13164 - POLITECNICO JULIO ABREU CUELLO,13164,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,113
17 - MONTE PLATA,1702 - MONTE PLATA,13164 - POLITECNICO JULIO ABREU CUELLO,13164,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,54
17 - MONTE PLATA,1702 - MONTE PLATA,13164 - POLITECNICO JULIO ABREU CUELLO,13164,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,18
17 - MONTE PLATA,1702 - MONTE PLATA,13164 - POLITECNICO JULIO ABREU CUELLO,13164,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,20
